rating,product_id,date,name,feedback
,,,,
5,50036257,Яна,2012-04-15,"Приобрела примерно полторы недели назад. Пока никаких претензий не имею. Уже успела сфотографировать с помощью штатива и пейзаж, и портрет. Максимальная высота, примерно, 170 см. В общем, довольна покупкой."
,,,,
2,50035877,Оксана,2016-09-10,"Купила лампу домой на запас. Через месяц она понадобилась. При первом включении она минут 5 разгоралась, но это согласно инструкции нормально. При следующих включениях на разогрев уходило примерно от 2 до 5 секунд, в зависимости от того, как долго её не включали. Горела холодным белым светом, не очень приятным.  Через  3 недели она перегорела.  Так что эта лампа мне не понравилась. Хорошо что на неё гарантия была 2 года и её обменяли на другого вида лампу."
,,,,
5,50036258,Андрей,2016-12-24,"Нормальный штатив за эти деньги. Брал по акции 3 штуки себе и друзьям. Пока никто не жаловался, ничего не скрипит, замки целы. Поэтому рекомендую к покупке."
,,,,
4,50035597,Дмитрий,2016-04-01,"В целом хороший светильник ,минус пластиковая ножка, которая немножко кажется не устойчивым ,остальное цена комфорт все хорошо."
,,,,
5,50035597,Олег,2014-10-16,"Отличный светильник, год прожил и больше проживет"
,,,,
1,50035597,Алексвандр,2012-11-16,"Светильник удобный, но лампа сгорела через 2 недели ."
,,,,
5,50037359,Маргарита,2014-11-09,"Купила месяца 4 назад эту гладильную доску и очень довольна покупкой! Она высокая, широкая, устойчивая - не качается в разные стороны во время глажки. Плечиками для глажки рубашек я не пользуюсь, но их можно убрать."
,,,,
5,50037359,Катерина,2014-03-22,"Супер! Всем советую! Для тех, кто не любит гладить -  шанс полюбить процесс. Да, шире обычных, но это жирный плюс, очень легко раскладывается и собирается, устойчивая, продумана до мелочей для комфорта глажки, и порадовала сумочка для пульта и мобильника, не надо бегать по квартире их искать. Из-за ширины на ней помещается много белья, выглаженное удобно висит на специальной вешалке. Тяжелее, чем обычные, но не до такой степени, чтоб надорваться. Отлично подходит даже для небольших однокомнатных квартир, нет ощущения, что занимает полдома. Пока не заметила, чтоб где-либо прогибалась при глажке. Идеальна для людей, которым  приходится постоянно носить рубашки и кому приходится много гладить (мам маленьких детей). В комплекте с этой доской нет нарукавника. Так что, либо сразу заказывайте отдельно, либо не выкидывайте от старой доски, иначе рукавчики у одежды без рубцов не погладите.  Все супер! Очень порадовали! Лучшие!"
,,,,
5,5311,Надежда,2016-10-19,"К плюсам можно отнести, то что она компактная, много места в шкафу не занимает. Зерновой кофе перемалывает отлично.Минусов не обнаружила,только приобрела,но в работе уже проверила,отлично выполняет свою работу.Надеюсь и дальше не подведет."
,,,,
5,5311,Александр,2016-03-15,"Покупал за 1990 рублей, потратив 1500 бонусных рублей, итого наличкой заплатил 490 рублей. Кофемолка хорошая. Долго сомневался покупать ли её. Ведь в отзывах писали что раскалывается пластиковая крышка. Но рискнул и купил. Действительно, крышка в месте где она входит в корпус очень тонкая. Но! Думаю про лопнувшую крышку пишут те люди, кто молол в ней грецкие орехи, скорлупу, или еще что-то подобное, ибо когда в ней мелишь кофе, то крышка не трескается, и не лопается. Работает кофемолка тихо, особенно если не прижимать ее к столу, а просто держать в руках. Греется, потому что нет ни одного вентиляционного отверстия, но если соблюдать инструкцию, и после трех 25-ти секундных помолов давать ей отдыхать с пол часика, то думаю она прослужит долго. Сахар в ней молоть категорически нельзя, так как он может подплавиться, и залепить всю кофемолку, и шкив мотора, после чего мотор всегда будет работать под нагрузкой, об этом даже в инструкции написано и на крышке нарисован запрещающий знак. А вот такие вещи как овсянка и сухие травы из аптеки можно молоть в муку без проблем. И да, ее нельзя вытирать влажной тряпкой даже, а мыть тем более, я чищу её после каждого использования косметической кисточкой вроде акварельной только с более жесткой щетиной. Хорошая кофемолка, посмотрим как долго она протянет при бережном использовании в прямых руках."
,,,,
5,5312,Екатерина,2017-06-07,"Простая в использовании, острые ножи, тихая работа"
,,,,
5,5312,Виктория,2017-04-18,"Быстрый помол, простой уход, долговечность,Нет,""Эксперт месяца: эта кофемолка живет в нашей семье вот уже пятнадцать лет! Время ничуть не сказалось на ее состоянии и работоспособности - чаша такая же блестящая, ножи сохранили свою остроту, скорость и качество помола не ухудшилось. Разве что, потемнела пластиковая прозрачная крышка, но ведь время то сколько прошло! Действительно - Бош - это техника на века! Мелет и кофе, и сахарную пудру для выпечки. Справляется со всем быстро и эффективно. Ухода особого не требует, после использования ее достаточно лишь протереть сухой тряпочкой. Рекомендую всем кофеманам и кулинарам! Кипите - не пожалеете. Да и цена очень приятная."""
,,,,
5,5312,Яна,2016-12-20,Отличная кофемолка! Прослужила более 10 лет и очень активно использовалась. Молола только кофе. Хорошее соотношение цены и качества. Рекомендую.
,,,,
5,5312,Наталья,2016-12-04,"Разная степень помола. Кнопка включения расположена так, что при открытой крышке кофемолка не включится. Минусов пока не обнаружила. Пользуюсь около двух меяцев. Пока все нравится. Молет очень хорошо. Кнопка включения расположена безопасно, при открытой крышке случайно не включится. Данную кофемолку рекомендую."
,,,,
1,8342,Виталий,2015-07-16,"Куплен 29.05.2015. Сгорел 16.07.2015.   У сестры лет 10 уже стоит сетевой фильтр бренда Pilot. Сам раньше пользовался то другими фирмами. Расстраивался, что через 1,5-2 года эксплуатации горят. Подумал, раз у сестры так долго работает, то и себе куплю заветный Pilot. Да не тут то было! Pilot GL сгорел через полтора месяца использования при просмотре видеоролика на популярномагазинехостинге. В сети скачков напряжения при этом не было, так как защита другой половины квартиры не сработала, а там и холодильник включен и электронные часы; вылетел только автомат, питающий часть квартиры с данным сетевым фильтром. Поставил пока вместо пилота старый свен, который поменял на это ""чудо"" по причине того, что на свенах со временем умирают розетки, а судя по тусклости лампочки выключателя одной из его розеток, оная потихоньку умирает.  Крайне не рекомендую продукцию данной фирмы."
,,,,
5,5311,Оксана,2016-03-04,"Кофемолка проработала минимум 15 лет, никаких нареканий к работе, мелит все отлично: кофе, сахарную пудру. Кофе пьем каждый день, так что работала на протяжении всего времени постоянно. Нигде ничего не раскололось, крышка толстая, так что тоже никаких трещин."
,,,,
5,5311,Жанна,2016-01-24,"мне она вполне подошла. хорошо мелит семя льна , прям в муку."
,,,,
5,8342,Андрей,2016-03-21,"Фирмой Пилот пользуюсь очень давно. Недавно подумал, что пора поменять старые пилоты для всей имеющийся в доме аппаратуре (пилоты работают в нормальном режиме уже лет 10) на новые, в целях безопасности. Другую фирму даже не рассматривал выбирал только Пилот. Возможно у него и  бывает брак но думаю что в процентном соотношении, он мизерный. Всем рекомендую! Цена и надежность на хорошем уровне."
,,,,
5,6266,Марина,2010-05-17,"Пользуюсь такой уже 4-ый год, еще ни разу не пожалела! Есть одно но... лопаточка тестомесителя запекается сразу в хлебе, правда это оговорено в инструкции. Хлеб с удовольствием ест вся семья, особенно в пост - всем нравится французский. Делаем и кексы, и тесто, и хлеб! Не пожалеете!  У нашей семьи нет нареканий!!!!!"
,,,,
5,5875,Загадочный календарь,2012-01-09,Жена подарила на НГ. Очень понравилась данная бритва. Бреет очень мягко и гладко. Раздражение не вызывает. Чиститься легко. Качество сборки хорошее. Заряжается полностью меньше чем за час и зарядки хватает на долго. В комплекте красивый и удобный футляр. Всем советую.
,,,,
4,5312,Яков,2016-05-26,"Хороший, практичный и недорогой товар!"
,,,,
5,5311,Лидия,2017-01-21,"Качественная, удобная."
,,,,
3,21037,Елена,2011-06-02,"Мы тоже много слышали хорошего о фирме ""Браун"", поэтому даже не сомневались, когда приехали в магазин за покупкой, какой чайник брать.  Но, видимо, нам попался чайник не как всем. Прослужил 3,5 года (был куплен в июне 2007 г.) и вчера стал протекать. Не стали рисковать и ждать замыкания - купили другой - стеклянный, так как считается самым экологически чистым (в отличие от металла и пластмассы при нагревании не выделяет вредных веществ)."
,,,,
5,21037,Александр,2011-05-07,"Куплен в 2007 году. Ни разу не подводил, запаха пластмассы при кипячении не было - сделан был в Германии ( сейчас делают кажется в Словении). Но вот недавно появилась трещинка в одной из прозрачных вставке."
,,,,
5,21037,Ольга,2011-01-27,"Пользуемся таким чайником с 2002года и другие просто не признаём. Дарим при случае и рекомендуем всем. Полтора года назад этот чайник - ветеран (за всё время только раз поменяли кнопку, да сеточка на ситечке порвалась) переехал в общежитие к дочери, а мы, не задумываясь, купили точно такой. Правда, дома я даже растерялась, сразу обратив внимание на отличия не в пользу нового...щели, например. Хотела даже обменять, думала брак. Оказалось, старый произведён в Германии, а новый- в Чехии. К счастью, через некоторое время я перестала это замечать. Рекомендую!"
,,,,
5,21037,Владимир,2010-11-27,"Отличный чайник, пользуюсь с 2001 года."
,,,,
5,34202,Макс,2012-11-23,"Хороший звук, амбушюры в комплекте, качественный, но коротковатый провод. Реально хороший и заметный бас! В этой ценовой категории такого больше нигде не слышал. Амбушюры - вроде бы мелочь, а сколько плюсов: сидят хорошо, наушники с ними не давят и вообще не чувствуются в ухе, зимой опять же когда вставляешь, ухам не холодно :) ходил с ними каждый день на протяжении года, потом потерял. Купил ещё одни, хожу уже год - никаких нареканий и дефектов."
,,,,
5,34202,Роман,2012-09-23,"Были у меня такие,очень хороший звук! Но есть один недостаток - без поролоновых амбушюр они уже так сочно не звучат и плохо держаться в ушах(сменил несколько амбушюр за время пользования). Продержались два года, сломались по моей вине (дернул случайно сильно провод). Цена более чем подходящая, а звучат они на много дороже."
,,,,
4,13872,Иван,2016-01-31,"Нормальная такая вытяжка, на четверочку. У нас стоит второй год, с работой в целом справляется. Включаем сразу как только начинаем готовить что-то пахучее, например, жарить лук или рыбу, так как кухня у нас большая. Лампы хорошие, сборка тоже. Немного покуролесил с установкой… Скажу сразу, что панель продается отдельно от вытяжки.  Странно, но это именно так. Я докупать не стал, сделал декоративную панель сам, слава богу руки растут откуда надо. Выдвигается она безо всяких проблем. Фильтры жена в посудомойку засовывает и моет там, это изредка только. Работает более менее тихо, тише чем вытяжки у наших друзей. Встроили в икеевский шкаф, пока полет ровный."
,,,,
5,21037,Зухра,2010-08-17,"Пользуемся чайником уже 3 года. Уровень шума ниже чем у чайников Тефаль и Кенвуд,  запаха нет. Думаю, что будет служить нам еще долго."
,,,,
5,21037,Юрий,2010-05-12,"Ставлю 5 баллов, т.к. чайник просто отличного качества! Уже более 4 лет пользуемся семьей и работает как часы, никаких поломок не возникало! Рекомендую всем!"
,,,,
4,20518,Алексей Пигарев,2013-04-24,"Пользуюсь крышкой уже два года, единственный недостаток - ручка сделана из непрочного карболита, уронил ее на пол и у нее откололся кусок. Плотно садится только на родные сковороды, стекло практически не нагревается даже при длительной жарке."
,,,,
5,8980,Олег,2010-01-14,Правильная оценка - между 4 и 5. В общем и целом вещь классная. Но звук не вполне честный. Особенности см. выше.
,,,,
5,8980,Максим,2009-09-23,Наушники СУПЕР !!!!!  Басс ! Насыщенность ! Чистота звука !  Лучше всего сочетается с Iriver*om !   Но это только мой взгляд ! Решать вам !
,,,,
1,8343,Алексей,2016-09-18,"Достоинства:  1. Хорошие заявленные характеристики.  2. Материал (в сравнении с дорогими сетевыми фильтрами других брендов)  Пожалуй на этом все....  Недостатки:  Покупал 4 сетевых фильтра: Pilot Pro (2 шт.) и Pilot X-Pro (2 шт.).   Через полгода эксплуатации вышел из строя Pilot X-Pro (стал коротить и выбивать УЗО), затем через год вышел из строя Pilot Pro (стал коротить и выбивать УЗО), еще один Pilot X-Pro проработал чуть больше пару месяцев своих собратьев и тоже перестал работать (до выключения из сети работал, при следующем включении ток перестал поступать на розетки)."
,,,,
5,21967,Евгений,2011-06-08,Очень хорошая щетка. Использую ежедневно в течение 4 лет. Не глючит ни разу не ломалась
,,,,
5,21967,Моисей Соломонович,2013-09-08,"Всё тоже, что и в более дорогих моделях, за исключением второй скорости и солидной разницы в цене."
,,,,
5,28031,Елена,2016-01-16,"Замечательная крышка, удобная ручка, отлично подошла к сковороде Tefal reflet."
,,,,
5,53240,Юлия,2017-02-26,"Мощная, высокая скорость работы, удобство использования, компактная, стильная, производительная, в доступном ценовом сегменте.  Не обнаружено Отзыв февраля. Мясорубка очень качественная, в эксплуатации более двух лет. Минусов для себя за время использования не выявила, слегка шумновата, но к этому быстро привыкаешь и на функциональность мясорубки  никак не влияет. Преимущества явно перевешивают:  1) очень мощная;  2) все детали металлические;  3) ножи не тупятся вообще;  4) скорость работы - за минуту прокручивает пару килограмм мяса;  5) легко собирается и разбирается;  6) проста в использовании - управление осуществляется одной кнопкой;  7) в комплекте три вида насадок для приготовления фарша - мелкая, средняя и крупная. На мелкой лично для меня очень удобно делать котлетки и тефтельки для малыша, также есть насадки для приготовления домашней колбасы;  8) во время работы стоит как вкопаная, за счет специальных прорезиненных ножек;  9) есть реверс- функция обратной прокрутки;  10) довольно компактная мясорубка, при хранении не занимает много места;  11) стильный дизайн;  12) доступная цена.  Вообще, отличная мясорубка, которая справляется даже с жестким мясом с прожилками, готовит качественный однородный фарш, рекомендую!"
,,,,
4,37100,Антон,2010-09-14,"Звук воздействует на ушную раковину, а не на слуховой канал - это и есть их преимущество за смешные деньги. Стабильное из года  в год качество звука и культура производства и не высокая цена. Чаши не на шарнире - будут потери в басах на голове взрослого, школьникам самое оно."
,,,,
5,37100,Валерия Штарк,2013-01-14,"Уже не первый раз покупаю эти наушники, очень нравится звучание басов в них, хорошо изолируют уши от шума, тепло зимой )) Удобно носить и дизайн очень стильный. В этой ценовой категории-фаворит. Давно не видела их в продаже в Брянске, хотелось бы еще купить их, старые пришли в негодность"
,,,,
5,37100,Жан,2010-10-31,"Удобно сидят на голове, ремонтировать можно, капсули крепятся на защелках и двух каплях клея. Чаши литые с оголовьем регулируемые, без поворотные. Пароллон с противогрибковой экологически чистой пропиткой. Долговечные, прочные наушники. Провода имеют полимерные жилы укрепляюшие провода от разрыва (общее свойство проводов для наушников Панасоник для мобильной аппаратуры). Длина провода оптимимальная для ношения, для домашнего использования длинны может не хватить, ~1,01 м. Удлинитель-переходник полностью решает проблему длины. Звучание отличное, высокие частоты различимы без эквалайзера."
,,,,
1,34202,Григорий,2010-09-16,"Кто любит хороший саунд, не советую покупать такие. Они совершенно не отвечают своим характеристикам. Играют очень громко, завышенные средние частоты. Все остальные в минусе. Вообщем мне как меломану они не подходят. На дорогие денег нету, так бы другие выбрал."
,,,,
5,34202,Дмитрий,2010-08-18,"...Наушники на удивление просто супер по звуку, с учетом того, что я понимаю что такое хороший звук....а не бум-бум.С Iphone играет просто замечательно, и громкости и всего сверх достаточно) Своих денег данная модель однозначно стоит. Из минусов отметил тонковатый провод и одинаковую длину каждого из проводов ( левого и правого), что   не очень удобно.....но это все мелочи, т.к. звук повторюсь ЗАМЕЧАТЕЛЬНЫЙ!!!!"
,,,,
5,34202,rock,2010-08-16,"Лично мне этих наушников хватило на 4 года. Сломались они недавно, поэтому пойду покупать точно такие же.  Качество звука у них очень приемлемое, басы слышатся достаточно хорошо. И, кстати, ещё одно их достоинство в том, что провод потолще, чем у прочих наушников Sony, да и других марок, видимо поэтому MDR-E818 более долговечные."
,,,,
5,45445,Елена,2012-12-15,"Пользуемся машинкой уже 4 года, отличная, ни разу за этот период не выходила из строя, работает как часы."
,,,,
5,45445,Мария,2011-03-25,"Подарила мужу на день рождение машинку для стрижки волос. У нас она уже 6 месяцев, нареканий нет.   Только положительные эмоции! Стригу самой маленькой насадкой 3 мм: просто супер, волосы не дергает, убирает волосы с первого раза и не оставляет бороздок. Вибрация в пределах нормы, удобна в руке. Мыть ее не нужно, смазывать тоже, лишь чистить щеточкой и продувать от мелких волосков. Очень удобна и проста в применении. Муж доволен и я рада.   Пару раз стригла свекра-очень понравилось.Теперь собираемся ему на юбилей такую же подарить."
,,,,
2,53240,Рамиль,2010-02-19,"Согласен с Ксю.  примерно полгода проработала, мясо крутит отлично, но очень шумная. Сейчас перестала работать,включаешь ее,шумит так же,а как только мясо попадает на шнек,все ступор.Лежит пока безнадежно,пылится"
,,,,
1,53240,Ксю,2010-02-06,"Купили, вроде работала хорошо. Только очень громко работала, но через полгода перестала крутить мясо, хотя шум сохранялся. слетела и потерялась шестеренка, а в мастерских нет таких...."
,,,,
4,35364,Татьяна,2010-07-07,"Та же история. Отработал год, стал перегреваться. После ремонта прослужил мне ещё 3 года. Потом опять стал греться, отключаться. В сервисе сказали:""Ремонту больше не подлежит, покупайте новый"". Очень жаль, т.к. вещь удобная."
,,,,
1,45445,Олег,2013-04-03,"Машинку хватило на несколько пострижек! Волосы после стрижки на ощупь становятся как сахарная вата, больно дергает волосы. Заточка не принесла никаких результатов. Мы очень сожалеем,что выбрали данную модель."
,,,,
5,45489,Сергей,2016-02-12,"Отличная сетка , поменялась достаточно легко , хотя вообще в первый раз менял.  Вообщ,е пользуюсь бритвой панасоник уже давно, и решил сетку поменять.  Дело это оказалось всего-то пяти минут, не более, но зато результат суперский. Бреет очень хорошо ,раздраженний никаких нет.  Стоит так вообще копейки, я думал дороже будет. Вообще, доволен всем - и бритвой, которую у вас купил, и тому, что у вас же в магазине можно найти и такие сетки. Классно все."
,,,,
5,40407,Ильсина,2016-04-27,"Эту зубную щетку мне порекомендовали мои друзья! Решила сама попробовать!Очень удобная в использовании, прямая щетка сверху позволяет убирать все остатки пищи на зубах и деснах!!"
,,,,
4,66970,Иришка,2013-06-20,"Хорошая модель йогуртница, вместимость конечно маловата для большой семьи, но все же. Красивая, хорошо смотрится :) Тоже бывает вместо баночек ставлю контейнеры для микроволновки, так решаю проблему объема. Одно но, бывают перегревы, спасает картонка на дне. Йогурт делаю только с помощью сухих заквасок Лактина, магазинным нет доверия, не понятно, что туда напихано."
,,,,
5,66970,Эля,2013-03-01,"Подарила мне ее,пользуюсь,минус,что для нас баночек мало,почти через день делаю,так проста в применении,главное найти хороший йогурт.мой рецепт очень прост-6%молоко нагреваю (1,2 л),даже не кипячу,добавляю йогурт Laction (в пятерочке беру,что-то около 25 руб),еще добавляю сахар 3-4 ст.л,взбиваю блендэром или просто ложкой,заливаю в банки 3-4 часа готово,до этого пробовала и сухие закваски и ойгурты,не получалось.нас трое в семье,едят все, каждый день.2 дня едим ,а 7 баночка на новую порцию"
,,,,
2,66970,Людмила,2013-02-28,"Мучилась с ней год, думала что что то не так делаю, оказывается она просто перегревает, стоит теперь, и выкинуть жалко и куда теперь её."
,,,,
3,55985,Павел,2011-03-20,"Отработал 3 года, затем треснул прозрачный пластик окна уровня. При попытке налить кипятка в кружку, часть воды из носика по корпусу течет мимо и заливает все вокруг."
,,,,
3,55985,Дмитрий,2010-07-04,"Считаю оценка твердая троечка. Хоть и с недостатками данный чайник, но прослужил нам 6 лет. Только сегодня выкинули его. Недостатки: шумный очень, первый год не ""зализывался"", а потом стал течь мимо чашки; на третий год рассыпался пластмассовый фильтр на носике, пришлось его выкинуть. После этого перестал выключаться  - пришлось накрывать дырку носика сверху кухонным полотенцем. И наконец на пластиковой прозрачной стенке разрушился на уровне отметки о,7 л. Сегодня наконец выкинули и теперь мучаемся, что купить взамен."
,,,,
2,66970,Светлана,2012-03-20,"купила йогуртницу неделю назад, пробовала делать 2 раза на сухой закваске Нарине, получалось, что в 5 часов ставили, и к 11 вечера еще не было готово, ставили будильник, чобы ночью проверять, в итоге к 6 утра что вроде было похоже на йогурт, но так как там сыворотки почти половина, есть не хотелось никому из семьи, ничего густого и вкусного мы там не нашли., думаем теперь поменять ее."
,,,,
5,66970,ирина,2010-02-25,"Замечательный прибор. Получается очень вкусный и полезный йогурт. Если готовить на сухой закваске йогурт получается через 11 часов, если на уже готовом йогурте через 4 часа.Если есть маленький ребенок незаменимая вещь.  Баночка объемом 150 гр."
,,,,
5,66970,Татьяна,2016-12-06,"Удобная, не перегревает,нет,""Йогуртница не перегревает, удобна в эксплуатации и имеет стильный дизайн, поэтому идеально дополняет интерьер моей кухни. Температурные режимы соответствуют заявленным, поскольку йогурты и кефиры получаются нужной консистенции и приятного вкуса даже без добавок. Прибор функционален и подходит  для приготовления различной кисломолочки. Я готовлю в йогуртнице не только  привычные кефир и творог, но еще и кисломолочку на пробиотических заквасках. Молоко беру жирное, 3,2% , иногда 6 %, а закваски заказываю на сайте БакЗдрав. Результатом довольна, нареканий на работу техники нет."""
,,,,
3,66970,Анастасия,2012-05-02,"Йогуртница уже 2 месяца. Первый месяц йогуртница поддерживала нормальную температуру, получался довольно хороший,вкусный йогурт, последнюю неделю стала замечать, что температура очень высокая, ни закваска, ни йогурт не получаются, просто свариваются с отделением сыворотки!"
,,,,
1,66970,Светлана,2012-03-26,Йогуртница перегревает. Баночки на ощупь горячие. Температура йогурта выше 44 градусов. В связи с этим недостатком данный прибор является абсолютно бесполезным. Йогурт должен готовиться при температуре 37-40 градусов по Цельсию. Пойдем возвращать в магазин.
,,,,
4,83669,Вета,2012-10-10,"Пользуюсь данным комбайном с августа 2010 года. Штука хорошая, на кухне просто незаменима: овощи порезать, пюре для ребёнка сделать, тесто замесить, крем взбить, мясо перемолоть - со всем справляется. Однако недавно случилось две неприятности. Сначала сломалась вставка с ножками у миксера - перестали прокручиваться ножи и разбухло пластмассовое основание. Второй неприятностью стала поломка лопасти захвата приводного вала в резке с дисками. Теперь буду искать детали, поскольку без комбайна как без рук."
,,,,
5,82079,Lorien_Elf,2013-09-08,"Вот оно! Вернее она - Настоящая Стратения Реального Времени! Вступай в ряды Конфедератов-Землян, Храмовников-Протоссов или присоединяйся к армии Зергов! Бесконечный простор для творчества, громадное количество тактик за каждую сторону, сложный редактор сценариев, бесплатная игра по battle.net - это малый перечень достоинств игры StarCraft: Brood War!!! Рекомендую всем!  :))"
,,,,
5,66106,Воронков,2013-09-08,"Бешеные гонки, визг шин....................."
,,,,
5,54186,nik,2013-09-08,"КРУТО. ПЛОХО, ЧТО CD/R/RW  НЕ ЧИТАЕТ"
,,,,
4,83669,Алексей,2010-03-21,"Отличный, мощный, многофункциональный комбайн. За 3 недели попробовали все функции. В течение первых двух недель старались использовать по максимуму. На четвертой неделе с момента покупки, во время приготовления в блендере коктейля, лопнул пластиковый корпус комбайна, появился посторонний звук, вал под нагрузкой не вращается. При этом в инструкции написано, что в блендере можно колоть лед.  В сервисном центре провели технический осмотр и сказали, что причиной является механическое повреждение, необходимо заменить пластиковый корпус. Видимых сколов, следов от удара на корпусе нет, не думаю, что замена корпуса приведет вал в движение.  Вероятно, комбайн не справился с нагрузкой, вал выдавил корпус и нанес внутри какие-то повреждения."
,,,,
5,96137,Саша,2010-09-27,"Отличный пылесос за эту цену. Хотела сначала без пылесборника взять, с моющимся фильтром, но оказалось, что отзывы о недорогих моделях не очень. Так что, этот просто находка. Да, шумит, но зато как сосет))) Недостатки конечно есть-отсутствие регулировки мощности и пластмассовая труба, но всё же плюсов гораздо больше, чем минусов."
,,,,
5,96137,Мурат,2010-02-15,Отличный пылесос по минимальной цене.Очень хорошо справляется со своим главным предназначением. Компактный и легкий. Пользуемся уже 3 год.
,,,,
1,99570,sergey,2010-07-15,"Данной мясорубкой удалось попользоваться всего два раза,на третий она как-то странно зажурчала и перестала крутить шнек (причём один раз крутили рыбу,а второй мякоть свинины без прожилок и косточек)Каково же было моё удивление когда мне пришлось вскрыть данное устройство в надежде на починку.Оказалось чинить там абсолютно нечего весь механизм(редуктор)был выполнен из мягкого пластика,даже шестерни опирались на тонкие пластиковые ножки,которые не то-что под нагрузкой,а даже на холостом ходу просто обязаны были развалиться.В общем я ещё раз убедился,что значит хвалёное немецкое качество."
,,,,
5,96137,Алексей,2010-05-13,"Купил Samsung VC5853 (черный) 5,5 года назад. До сих пор работает. Прост и надежен, как ""калашников"".  Вчера подумал, что он (наконец) сломался, но вытряхнул пылесборник (он ""вечный"", многоразовый), почистил 2 фильтра, дал остыть полчаса и он снова завелся.  Приятно, что пылесос сделан инженерами, а не дизайнерами и маркетологами. Хорошо, что в нем отсутствует ""чудо-швабра"", ""убивалка микробов"", ""освежитель воздуха"" и ""промокашка ковров"".  Рекомендован:   1) студентам (т.к. дешево и сердито);   2) бабушкам (т.к. очень легкий и простой);  3) лентяям-холостякам (единственный ""минус"", что нет 2й кнопки ""убрать всю квартиру"" :) )"
